activation,p,case,case_label,budget,budget_multiplier,n_design_params,n_fullpr_features,shape_nn_fpr_mean,shape_nn_fpr_std,shape_nn_fpr_count,abs_rmse_gap_mean,abs_rmse_gap_std,abs_rmse_gap_count,full_fpr_mse_vs_nn_mean,full_fpr_mse_vs_nn_std,full_fpr_mse_vs_nn_count,random_mse_median_mean,random_mse_median_std,random_mse_median_count,dopt_mse_vs_nn_mean,dopt_mse_vs_nn_std,dopt_mse_vs_nn_count,dopt_shape_vs_nn_mean,dopt_shape_vs_nn_std,dopt_shape_vs_nn_count,dopt_gain_vs_random_median_pct_mean,dopt_gain_vs_random_median_pct_std,dopt_gain_vs_random_median_pct_count,dopt_shape_gain_vs_random_median_pct_mean,dopt_shape_gain_vs_random_median_pct_std,dopt_shape_gain_vs_random_median_pct_count,aopt_mse_vs_nn_mean,aopt_mse_vs_nn_std,aopt_mse_vs_nn_count,aopt_shape_vs_nn_mean,aopt_shape_vs_nn_std,aopt_shape_vs_nn_count,aopt_gain_vs_random_median_pct_mean,aopt_gain_vs_random_median_pct_std,aopt_gain_vs_random_median_pct_count,aopt_shape_gain_vs_random_median_pct_mean,aopt_shape_gain_vs_random_median_pct_std,aopt_shape_gain_vs_random_median_pct_count,iopt_mse_vs_nn_mean,iopt_mse_vs_nn_std,iopt_mse_vs_nn_count,iopt_shape_vs_nn_mean,iopt_shape_vs_nn_std,iopt_shape_vs_nn_count,iopt_gain_vs_random_median_pct_mean,iopt_gain_vs_random_median_pct_std,iopt_gain_vs_random_median_pct_count,iopt_shape_gain_vs_random_median_pct_mean,iopt_shape_gain_vs_random_median_pct_std,iopt_shape_gain_vs_random_median_pct_count,latin_mse_vs_nn_mean,latin_mse_vs_nn_std,latin_mse_vs_nn_count,latin_shape_vs_nn_mean,latin_shape_vs_nn_std,latin_shape_vs_nn_count,latin_gain_vs_random_median_pct_mean,latin_gain_vs_random_median_pct_std,latin_gain_vs_random_median_pct_count,latin_shape_gain_vs_random_median_pct_mean,latin_shape_gain_vs_random_median_pct_std,latin_shape_gain_vs_random_median_pct_count,shape_nn_fpr_se,shape_nn_fpr_ci95,abs_rmse_gap_se,abs_rmse_gap_ci95,full_fpr_mse_vs_nn_se,full_fpr_mse_vs_nn_ci95,random_mse_median_se,random_mse_median_ci95,dopt_mse_vs_nn_se,dopt_mse_vs_nn_ci95,dopt_shape_vs_nn_se,dopt_shape_vs_nn_ci95,dopt_gain_vs_random_median_pct_se,dopt_gain_vs_random_median_pct_ci95,dopt_shape_gain_vs_random_median_pct_se,dopt_shape_gain_vs_random_median_pct_ci95,aopt_mse_vs_nn_se,aopt_mse_vs_nn_ci95,aopt_shape_vs_nn_se,aopt_shape_vs_nn_ci95,aopt_gain_vs_random_median_pct_se,aopt_gain_vs_random_median_pct_ci95,aopt_shape_gain_vs_random_median_pct_se,aopt_shape_gain_vs_random_median_pct_ci95,iopt_mse_vs_nn_se,iopt_mse_vs_nn_ci95,iopt_shape_vs_nn_se,iopt_shape_vs_nn_ci95,iopt_gain_vs_random_median_pct_se,iopt_gain_vs_random_median_pct_ci95,iopt_shape_gain_vs_random_median_pct_se,iopt_shape_gain_vs_random_median_pct_ci95,latin_mse_vs_nn_se,latin_mse_vs_nn_ci95,latin_shape_vs_nn_se,latin_shape_vs_nn_ci95,latin_gain_vs_random_median_pct_se,latin_gain_vs_random_median_pct_ci95,latin_shape_gain_vs_random_median_pct_se,latin_shape_gain_vs_random_median_pct_ci95
identity,10,highdim_poly2,Quadratic,258.0,3.0,86,85,1.8140466703625652e-14,9.513819028179164e-15,6,2.802102309444147e-09,3.5040022670357837e-09,6,1.22622810579932e-14,4.725746822714063e-15,6,4.3352294635864354e-10,2.2156766550669867e-10,6,3.926935004406624e-12,1.9085481693586053e-12,6,5.502385111304723e-12,3.1923079493539128e-12,6,98.96283455385384,0.4170045303450511,6,98.81791088745219,0.5659493823051823,6,8.179467169160883e-12,4.29748440144912e-12,6,9.937184092068221e-12,6.071985105255581e-12,6,98.05135761193405,0.6185172190200389,6,97.99439330460505,1.091954104062753,6,7.783486710159983e-11,4.73717081010992e-11,6,9.304584467182968e-11,5.0060650460481915e-11,6,80.63366577282301,8.427544721352822,6,80.46906309826166,8.298073842237095,6,4.567371989878425e-11,2.593286011177035e-11,6,7.98541499750808e-11,5.825478417593661e-11,6,89.20208829660267,3.478514066579761,6,84.68903757989898,7.829810634347821,6,3.884000354036715e-15,7.612640693911961e-15,1.4305029352988592e-09,2.803785753185764e-09,1.929278061538049e-15,3.781385000614575e-15,9.045462066517876e-11,1.7729105650375036e-10,7.79161527408586e-13,1.5271565937208285e-12,1.3032542629579351e-12,2.5543783553975527e-12,0.17024138662905322,0.3336731177929443,0.23104786781516995,0.4528538209177331,1.754440660186721e-12,3.438703693965973e-12,2.4788775389426307e-12,4.858599976327556e-12,0.2525085972873936,0.49491685068329144,0.4457883962486181,0.8737452566472914,1.933941884862688e-11,3.7905260943308685e-11,2.043717497000074e-11,4.005686294120145e-11,3.4405307253000426,6.7434402215880835,3.3876744602361937,6.639841942062939,1.0587045807468751e-11,2.075060978263875e-11,2.3782416051167425e-11,4.6613535460288154e-11,1.4200974210356876,2.7833909452299475,3.196506806128273,6.265153340011414
identity,10,highdim_poly2,Quadratic,344.0,4.0,86,85,1.8140466703625652e-14,9.513819028179164e-15,6,2.802102309444147e-09,3.5040022670357837e-09,6,1.22622810579932e-14,4.725746822714063e-15,6,1.1655690371772633e-10,6.33155382548821e-11,6,1.8656400673307996e-12,8.854481321721875e-13,6,2.3703067421696114e-12,1.2918427518668843e-12,6,98.10599949916191,0.8361136635705427,6,98.10771515154734,1.108098347518656,6,4.063774056153844e-12,2.291589356856555e-12,6,5.146464845382131e-12,3.266437389715012e-12,6,96.37157099215398,1.5790779478906123,6,96.27998971236575,2.542323199401682,6,3.883378017888566e-11,2.42578308558345e-11,6,4.5146858081169394e-11,2.447077403884823e-11,6,64.06562308238485,18.689691421607183,6,67.33651885876516,14.222423590598208,6,1.1541434214850949e-11,7.87910881411352e-12,6,1.8069119437137464e-11,1.3767717672206908e-11,6,88.69850883621507,6.112588802888457,6,86.80504585456794,7.292278715743176,6,3.884000354036715e-15,7.612640693911961e-15,1.4305029352988592e-09,2.803785753185764e-09,1.929278061538049e-15,3.781385000614575e-15,2.584846025235494e-11,5.066298209461568e-11,3.614826862537162e-13,7.085060650572838e-13,5.273925949977879e-13,1.0336894861956643e-12,0.3413419737861516,0.6690302686208571,0.452379256040323,0.8866633418390331,9.35537437381872e-13,1.833653377268469e-12,1.333517480258397e-12,2.613694261306458e-12,0.6446558727355275,1.2635255105616339,1.0378990999623554,2.0342822359262165,9.903217977255983e-12,1.9410307235421726e-11,9.990151667687271e-12,1.958069726866705e-11,7.630034572168259,14.954867761449787,5.806280117114635,11.380309029544685,3.2166327037405997e-12,6.3046000993315755e-12,5.620647203267587e-12,1.101646851840447e-11,2.4954539290877635,4.8910897010120165,2.9770603192881664,5.835038225804806
identity,10,highdim_smooth,Smooth,172.0,2.0,86,85,4.512969003723329e-14,8.95331024083657e-15,6,1.7518537012243634e-08,1.7405415703218293e-08,6,3.328979691140681e-14,8.389184692081337e-16,6,4.1078899437222955e-09,8.741654437591005e-10,6,3.5192343179113695e-11,2.2911623500243928e-12,6,4.112564006044306e-11,3.627870705544897e-12,6,99.11281881421422,0.17735151958507075,6,99.10316346729921,0.1767888740459788,6,9.979378710625092e-11,4.982826879917684e-11,6,1.0796069026859665e-10,6.319675786637922e-11,6,97.68144687076817,0.9051817348800012,6,97.8650769686112,1.0235495414964442,6,5.268112128942211e-10,1.4435406010530572e-10,6,6.053485028432744e-10,1.658949341538737e-10,6,87.06273221236394,3.1446222370893198,6,87.09725052101066,3.278811158825358,6,5.478497117806929e-10,3.344500541849966e-10,6,5.857309391605295e-10,3.8607935554619025e-10,6,86.22374125997658,9.367499899363299,6,86.89083276171887,10.803227039969578,6,3.655173599814128e-15,7.16414025563569e-15,7.105731205651745e-09,1.392723316307742e-08,3.4248703089278156e-16,6.712745805498519e-16,3.56876547997237e-10,6.994780340745845e-10,9.353631125726254e-13,1.833311700642346e-12,1.4810720135626329e-12,2.9029011465827605e-12,0.07240345468177346,0.14191077117627598,0.07217375560230205,0.14146056098051202,2.034230555403779e-11,3.987091888591407e-11,2.5799968361808007e-11,5.056793798914369e-11,0.3695388958238742,0.7242962358147935,0.4178623505209942,0.8190102070211486,5.89322982595088e-11,1.1550730458863724e-10,6.772632326493406e-11,1.3274359359927074e-10,1.2837866524463635,2.5162218387948725,1.3385690503442902,2.6235953386748085,1.3653866286657123e-10,2.676157792184796e-10,1.5761623688512213e-10,3.0892782429483935e-10,3.824265819835476,7.495561006877533,4.41039897056056,8.644381982298697
identity,10,highdim_smooth,Smooth,258.0,3.0,86,85,4.512969003723329e-14,8.95331024083657e-15,6,1.7518537012243634e-08,1.7405415703218293e-08,6,3.328979691140681e-14,8.389184692081337e-16,6,6.903672305544139e-10,1.4814035760174245e-10,6,1.0491518943389488e-11,1.5282189796815213e-12,6,1.1464096725270674e-11,1.261934799408313e-12,6,98.4232898980146,0.3873045360266684,6,98.54430703534418,0.16769072428277998,6,3.358061583733982e-11,2.1661079877077215e-11,6,3.4805194851485336e-11,2.2426927772614565e-11,6,95.19841752245382,3.046114834566829,6,95.8475763969966,2.606806640241715,6,2.1358836856767086e-10,4.9783940030108316e-11,6,2.360452967156965e-10,4.4730134262560416e-11,6,68.41963734914442,7.904232245293718,6,70.0157136627037,5.678580479705666,6,1.363840979443716e-10,1.1951969897448272e-10,6,2.0645085524787176e-10,2.1555926135818723e-10,6,81.16926891625731,15.242306678633273,6,73.64177700095057,30.340223517644944,6,3.655173599814128e-15,7.16414025563569e-15,7.105731205651745e-09,1.392723316307742e-08,3.4248703089278156e-16,6.712745805498519e-16,6.047804773961669e-11,1.1853697356964872e-10,6.238927859094101e-13,1.2228298603824438e-12,5.151827245353017e-13,1.0097581400891913e-12,0.15811641472178703,0.30990817285470257,0.06845945151509193,0.1341805249695802,8.843098829417959e-12,1.7332473705659198e-11,9.155754923526428e-12,1.79452796501118e-11,1.243571173768521,2.4373995005863014,1.0642243544485266,2.085879734719112,2.0324208409847198e-11,3.9835448483300504e-11,1.8261000844909357e-11,3.579156165602234e-11,3.2268893015705022,6.324703031078184,2.3182707731013013,4.543810715278551,4.8793712783088097e-11,9.563567705485267e-11,8.800169994313299e-11,1.7248333188854066e-10,6.222645644277956,12.196385462784795,12.386344383370043,24.277234991405283
identity,10,highdim_smooth,Smooth,344.0,4.0,86,85,4.512969003723329e-14,8.95331024083657e-15,6,1.7518537012243634e-08,1.7405415703218293e-08,6,3.328979691140681e-14,8.389184692081337e-16,6,1.913617360434495e-10,3.4941042170905827e-11,6,4.865272682950935e-12,5.724208528535116e-13,6,5.199976533738001e-12,1.1685388248597223e-12,6,97.42631354194934,0.27335044236605666,6,97.74033692121351,0.3888028872212858,6,1.5878905741151837e-11,9.679994561731871e-12,6,1.639264097405284e-11,1.0051255295239905e-11,6,92.0303405468626,4.712996053121394,6,93.44734419994836,3.6129617273543784,6,1.0625939434599776e-10,4.1166720597459876e-11,6,1.1013443021048017e-10,2.702192717632934e-11,6,43.72000895571414,21.473304291583833,6,51.73128980555819,11.52658902911501,6,2.802865212291589e-11,1.4996013094071143e-11,6,3.441810957990406e-11,1.841643457274355e-11,6,84.83341989976603,8.656820938496566,6,84.35665828724245,9.448521586328399,6,3.655173599814128e-15,7.16414025563569e-15,7.105731205651745e-09,1.392723316307742e-08,3.4248703089278156e-16,6.712745805498519e-16,1.426462073329805e-11,2.7958656637264176e-11,2.336898346033126e-13,4.580320758224927e-13,4.770539775896331e-13,9.35025796075681e-13,0.11159485079348336,0.2187259075552274,0.15872811403550408,0.311107103509588,3.9518412315265275e-12,7.745608813791993e-12,4.103407791297542e-12,8.042679270943183e-12,1.924072581649743,3.771182260033496,1.4749854487037906,2.8909714794594294,1.6806243307916494e-11,3.294023688351633e-11,1.1031655574775456e-11,2.1622044926559894e-11,8.766439767649434,17.18222194459289,4.705710266015722,9.223192121390815,6.12209670942825e-12,1.199930955047937e-11,7.518477930762138e-12,1.473621674429379e-11,3.534132348992997,6.926899404026274,3.857342785029476,7.560391858657773
identity,10,highdim_strong,Strong nonlinear,172.0,2.0,86,85,4.751751854364733e-14,1.0905721765752806e-14,6,4.436357182076763e-08,2.1075269369657343e-08,6,3.3563761874310094e-14,5.849105080440807e-15,6,4.68878207868079e-09,1.6221658167637553e-09,6,3.366148517599672e-11,7.313022380472355e-12,6,4.0566759991817076e-11,7.734447812252496e-12,6,99.24929111026069,0.16831485724781597,6,99.1948931180006,0.17955307019679112,6,8.426768700594788e-11,4.352675235521368e-11,6,9.046227669964438e-11,5.123113560273368e-11,6,98.2121960703385,0.8006210012383731,6,98.34368052446685,0.722667866986578,6,4.4211790073749756e-10,1.3058044690056357e-10,6,4.9157724114024e-10,1.3632407402099523e-10,6,89.49012086464118,5.241589486909101,6,89.7978754218277,4.345182154166426,6,6.452802228253085e-10,4.720741874933403e-10,6,8.498848433646403e-10,8.383360209882955e-10,6,86.53554989224699,9.36072213359183,6,84.45438130526861,13.536283860190734,6,4.452242267143125e-15,8.726394843600524e-15,8.603942691228026e-09,1.6863727674806933e-08,2.3878871498334556e-15,4.680258813673573e-15,6.622464215427192e-10,1.2980029862237296e-09,2.985528884951809e-12,5.851636614505546e-12,3.157575097034047e-12,6.188847190186732e-12,0.06871425273109003,0.13467993535293646,0.07330223395537798,0.14367237855254084,1.776972223845991e-11,3.482865558738142e-11,2.0915023528338374e-11,4.0993446115543216e-11,0.3268521550650322,0.640630223927463,0.29502792127043687,0.5782547256900562,5.330924421516232e-11,1.0448611866171815e-10,5.565407016814043e-11,1.0908197752955523e-10,2.1398699473439975,4.194145096794235,1.7739131861925292,3.476869844937357,1.9272348001627333e-10,3.777380208318957e-10,3.422492474027489e-10,6.708085249093878e-10,3.8214988085461092,7.490137664750374,5.526164745156448,10.831282900506638
identity,10,highdim_strong,Strong nonlinear,258.0,3.0,86,85,4.751751854364733e-14,1.0905721765752806e-14,6,4.436357182076763e-08,2.1075269369657343e-08,6,3.3563761874310094e-14,5.849105080440807e-15,6,8.386202829146714e-10,2.5301873110121867e-10,6,1.0501445676460671e-11,2.4824129542185797e-12,6,1.2124913200930811e-11,3.3390095946819138e-12,6,98.72265573616602,0.16149831195529046,6,98.73629547676951,0.2926330860479755,6,2.8313140085671862e-11,1.7450162396364327e-11,6,3.039733061104603e-11,1.820332973503475e-11,6,96.6796546604434,1.9603355534211016,6,97.07496420416165,1.6099944425203505,6,1.7738836708187146e-10,4.551715752912727e-11,6,2.017449668012121e-10,5.317185168980303e-11,6,77.33113204697794,8.778068248480581,6,77.30562046908148,9.681936184191299,6,1.4673901203733273e-10,1.1934511193158992e-10,6,2.2030421968548816e-10,2.017221780528615e-10,6,83.13797933483023,13.415129332022689,6,77.85741584503548,23.23494182819822,6,4.452242267143125e-15,8.726394843600524e-15,8.603942691228026e-09,1.6863727674806933e-08,2.3878871498334556e-15,4.680258813673573e-15,1.0329446442740838e-10,2.0245715027772042e-10,1.0134408447850831e-12,1.986344055778763e-12,1.3631449588713275e-12,2.671764119387802e-12,0.06593140976854699,0.12922556314635208,0.11946695711225053,0.23415523594001103,7.123998966632524e-12,1.3963037974599746e-11,7.431478245077942e-12,1.4565697360352767e-11,0.8003036384196955,1.5685951313026032,0.6572774788152533,1.2882638584778965,1.8582301748040562e-11,3.64213114261595e-11,2.1707317553160156e-11,4.25463424041939e-11,3.583631356017314,7.023917457793935,3.9526338955763154,7.747162435329578,4.872243792128997e-11,9.549597832572834e-11,8.23527343387277e-11,1.614113593039063e-10,5.476703616149888,10.73433908765378,9.485625280389229,18.591825549562888
identity,10,highdim_strong,Strong nonlinear,344.0,4.0,86,85,4.751751854364733e-14,1.0905721765752806e-14,6,4.436357182076763e-08,2.1075269369657343e-08,6,3.3563761874310094e-14,5.849105080440807e-15,6,2.1893960045624907e-10,5.3817866112424576e-11,6,4.957075120355211e-12,1.3128608923569043e-12,6,5.610751870655534e-12,1.8439297355805727e-12,6,97.72610611960833,0.26409367537814127,6,97.9641871762294,0.20327089064673262,6,1.3831057004659748e-11,7.735555714215169e-12,6,1.4571369762802735e-11,8.371548013111723e-12,6,94.09155668165192,2.5740830286807204,6,95.13786152018167,1.9153740230769285,6,8.485474759865402e-11,2.025293248496314e-11,6,8.932515096117856e-11,1.4231206173064659e-11,6,60.94227082326336,4.047585432812263,6,66.22564460401502,5.823235273360199,6,3.1691330509404266e-11,2.37568523728209e-11,6,3.6553692441245065e-11,2.6467273071960422e-11,6,85.20342216727776,10.394936995188582,6,85.96853133952789,10.210640023168969,6,4.452242267143125e-15,8.726394843600524e-15,8.603942691228026e-09,1.6863727674806933e-08,2.3878871498334556e-15,4.680258813673573e-15,2.19710518368104e-11,4.306326160014838e-11,5.359732149215679e-13,1.0505075012462731e-12,7.527811622862518e-13,1.4754510780810535e-12,0.10781579149544457,0.21131895133107134,0.08298499360759544,0.16265058747088706,3.15802739611631e-12,6.189733696387968e-12,3.4176701648890103e-12,6.69863352318246e-12,1.050864995970947,2.0596953921030563,0.7819481705200478,1.5326184142192938,8.26822506386624e-12,1.620572112517783e-11,5.809865591392422e-12,1.1387336559129148e-11,1.6524198334520417,3.2387428735660015,2.3773258453181674,4.659558656823608,9.6986943680065e-12,1.900944096129274e-11,1.0805218984868079e-11,2.1178229210341435e-11,4.243715257765304,8.317681905219995,4.168476334000631,8.170213614641236
identity,20,highdim_poly2,Quadratic,542.0,2.0,271,270,1.3264958996284838e-14,1.3573007278062381e-14,6,2.4488792706630256e-09,1.8126919741135654e-09,6,1.8711882683453906e-14,1.042923114679437e-14,6,7.753041944847095e-11,1.5335822508593086e-11,6,2.289416099944027e-12,2.573457169597537e-13,6,1.2222864163335275e-12,2.919820699021748e-13,6,97.00522366876142,0.28395793083965126,6,97.28896693126022,0.5870309942380578,6,2.7949507111792126e-12,8.077432647033891e-13,6,1.900401273827214e-12,9.32971249277396e-13,6,96.40098075420963,0.8761372945695632,6,95.8196916874886,1.9463478227006792,6,1.2606152765536927e-11,1.823308257883931e-12,6,9.45096370761485e-12,2.2867512544852876e-12,6,83.3443676237075,3.2632429307111246,6,78.9039063775377,5.555276307814355,6,2.756962323515169e-11,6.890848136810634e-12,6,1.7765521633072248e-11,3.757160852349785e-12,6,63.74156102304742,9.46994586804785,6,60.74135256417973,5.969381913175334,6,5.541157017722538e-15,1.0860667754736174e-14,7.400283995694282e-10,1.4504556631560792e-09,4.257715786531275e-15,8.345122941601299e-15,6.260823321990359e-12,1.2271213711101103e-11,1.0506094900701663e-13,2.059194600537526e-13,1.1920118088366303e-13,2.336343145319795e-13,0.11592533982894349,0.22721366606472923,0.23965439984698894,0.4697226237000983,3.2975980694885825e-13,6.463292216197622e-13,3.808839175694316e-13,7.465324784360859e-13,0.3576815527196582,0.7010558433305301,0.7945931712656144,1.557402615680604,7.443624792697593e-13,1.4589504593687282e-12,9.335622903597128e-13,1.8297820891050372e-12,1.332213347831103,2.6111381617489617,2.2679320557196117,4.445146829210438,2.8131769716990374e-12,5.513826864530114e-12,1.5338544949695503e-12,3.0063548101403186e-12,3.8660892114158583,7.577534854375082,2.436989961179734,4.776500323912279
identity,20,highdim_poly2,Quadratic,813.0,3.0,271,270,1.3264958996284838e-14,1.3573007278062381e-14,6,2.4488792706630256e-09,1.8126919741135654e-09,6,1.8711882683453906e-14,1.042923114679437e-14,6,1.180478881782878e-11,3.1676171964757305e-12,6,6.031687742980857e-13,1.7584118184148855e-13,6,4.994726019729226e-13,3.106757850075381e-13,6,94.90372480197487,0.29175059548456994,6,93.27714211420567,3.277825891402324,6,7.52010832846735e-13,2.601288928260357e-13,6,5.312551642811613e-13,3.4219274883994947e-13,6,93.69569294549409,1.4260070948342376,6,92.61025512914813,4.2745422692738835,6,2.9353462968240125e-12,5.798051015695307e-13,6,1.6867256899875265e-12,4.636552905617116e-13,6,74.45086410021956,5.122921668227123,6,75.7948909438244,6.600570622226781,6,5.802990541495309e-12,2.8340496575006442e-12,6,3.1398396626003315e-12,9.309443950306232e-13,6,51.45092287724679,16.14177350695805,6,55.562530940146424,11.066371055163751,6,5.541157017722538e-15,1.0860667754736174e-14,7.400283995694282e-10,1.4504556631560792e-09,4.257715786531275e-15,8.345122941601299e-15,1.2931743053051516e-12,2.5346216383980973e-12,7.178686187993298e-14,1.4070224928466864e-13,1.2683285811784608e-13,2.4859240191097833e-13,0.11910668184838973,0.23344909642284387,1.3381668166031868,2.622806960542246,1.0619717579648653e-13,2.081464645611136e-13,1.3969960472303943e-13,2.7381122525715727e-13,0.5821649586554173,1.1410433189646179,1.7450745739465847,3.420346164935306,2.367044415179874e-13,4.639407053752552e-13,1.8928647973634446e-13,3.7100150028323514e-13,2.0914240132340045,4.099191065938649,2.69467167261008,5.281556478315757,1.1569959277643345e-12,2.2677120184180954e-12,3.800564577881671e-13,7.449106572648075e-13,6.589851439270499,12.916108820970178,4.517827064909378,8.85494104722238
identity,20,highdim_poly2,Quadratic,1084.0,4.0,271,270,1.3264958996284838e-14,1.3573007278062381e-14,6,2.4488792706630256e-09,1.8126919741135654e-09,6,1.8711882683453906e-14,1.042923114679437e-14,6,3.9152006435571884e-12,1.2012914558945856e-12,6,2.548174199951316e-13,8.04798890110471e-14,6,1.7617159173733495e-13,1.1128476549632817e-13,6,93.49720366720241,0.4530390986854646,6,93.07351630508096,2.927545734039127,6,2.6792409205599254e-13,9.285348517582184e-14,6,1.864544066916281e-13,1.1177289938274479e-13,6,93.15392266826404,1.631192129748707,6,92.62976702031187,3.2692799607630176,6,7.107817432977312e-13,1.78265342428888e-13,6,5.173122590275307e-13,2.8557063753215087e-13,6,81.30936375121995,4.4095924250492775,6,79.43872729647501,7.554618357334625,6,1.7585735626663296e-12,1.0675369686883476e-12,6,1.3492022789290066e-12,1.5903267711752894e-12,6,57.01342558684135,15.482292229840526,6,49.93545656690312,45.75762650286535,6,5.541157017722538e-15,1.0860667754736174e-14,7.400283995694282e-10,1.4504556631560792e-09,4.257715786531275e-15,8.345122941601299e-15,4.904251832178098e-13,9.612333591069072e-13,3.2855777105481414e-14,6.439732312674357e-14,4.543181526854787e-14,8.904635792635382e-14,0.18495243755163027,0.3625067776011953,1.1951655411762487,2.3425244607054476,3.7907276586640916e-14,7.42982621098162e-14,4.563109509319493e-14,8.943694638266206e-14,0.6659313983880175,1.3052255408405142,1.3346779550292671,2.6159687918573633,7.277652129554868e-14,1.426419817392754e-13,1.1658372457917608e-13,2.285041001751851e-13,1.8002085691687677,3.5284087955707846,3.084160029488778,6.044953657798004,4.358201424739924e-13,8.542074792490251e-13,6.49248185611227e-13,1.272526443798005e-12,6.320619335294345,12.388413897176916,18.68047279547873,36.61372667913832
identity,20,highdim_smooth,Smooth,542.0,2.0,271,270,3.6667790348724676e-14,2.973937257002936e-14,6,1.2782738030107469e-08,6.927264005707835e-09,6,6.391051094526384e-14,4.061941866143663e-14,6,2.141316594433607e-10,6.52699478758131e-11,6,7.168974461105316e-12,4.6369651898367225e-12,6,4.5898530382849056e-12,3.1623023534118556e-12,6,96.89332982618674,1.0874422086308124,6,96.8934147721659,1.1558293245860656,6,7.97805431075963e-12,3.101312184935795e-12,6,5.184915499466771e-12,2.1145961979514655e-12,6,96.33972783202182,0.3432948386429232,6,96.21977247853361,0.6051502305316684,6,4.179311819411024e-11,1.6436554277167852e-11,6,2.6136925012808108e-11,9.481072999223235e-12,6,78.65489117245416,12.080155662682264,6,79.07307943102252,10.708036118629611,6,1.509892245440148e-10,5.612390541603368e-11,6,9.298296481966858e-11,3.6944502568590296e-11,6,29.860086562712173,12.845607772911231,6,30.422400968021222,19.908911187002516,6,1.2141048011182387e-14,2.379645410191748e-14,2.8280436879220758e-09,5.5429656283272684e-09,1.6582808228167443e-14,3.250230412720819e-14,2.6646344638966145e-11,5.222683549237364e-11,1.893033111691284e-12,3.710344898914917e-12,1.2910045297102409e-12,2.530368878232072e-12,0.4439464226517767,0.8701349883974823,0.47186534583026274,0.9248560778273149,1.266105397694786e-12,2.481566579481781e-12,8.632802828350703e-13,1.6920293543567377e-12,0.1401495310010411,0.2746930807620406,0.24705154708836624,0.48422103229319785,6.710195184770272e-12,1.3151982562149732e-11,3.8706318436959765e-12,7.586438413644114e-12,4.931702897827389,9.666137679741682,4.371537439655838,8.568213381725442,2.2912488440251297e-11,4.490847734289254e-11,1.5082530015664786e-11,2.956175883070298e-11,5.244197413260322,10.27862692999023,8.127778957090657,15.930446755897687
identity,20,highdim_smooth,Smooth,813.0,3.0,271,270,3.6667790348724676e-14,2.973937257002936e-14,6,1.2782738030107469e-08,6.927264005707835e-09,6,6.391051094526384e-14,4.061941866143663e-14,6,4.0978036511784316e-11,2.206173158033797e-11,6,1.6753495027134396e-12,8.990607919659802e-13,6,1.0122011895132132e-12,4.544172437065309e-13,6,95.80002969843584,0.8702010331746012,6,95.46949564070955,1.384145850497048,6,1.9659139836435434e-12,1.0354818150516575e-12,6,1.3481357119385763e-12,7.743983121194548e-13,6,95.09787082034268,0.7730764226387312,6,94.43053227751703,0.7579654315716762,6,8.043035592961518e-12,2.92096371959605e-12,6,4.858724917377507e-12,1.5123672140122537e-12,6,76.76091175104753,12.834331026535459,6,75.4992046676713,14.285540969271638,6,1.933181884696757e-11,1.5014798201233972e-11,6,8.711497762742158e-12,5.018438337299749e-12,6,53.6373753801617,27.37805451458071,6,51.94695402370696,53.29448582344178,6,1.2141048011182387e-14,2.379645410191748e-14,2.8280436879220758e-09,5.5429656283272684e-09,1.6582808228167443e-14,3.250230412720819e-14,9.006664202345595e-12,1.7653061836597367e-11,3.6704003134319826e-13,7.193984614326686e-13,1.8551506290049186e-13,3.63609523284964e-13,0.3552580841534183,0.6963058449406999,0.5650751772180697,1.1075473473474164,4.227336808012572e-13,8.285580143704641e-13,3.1614678706086846e-13,6.196477026393022e-13,0.3156071279401809,0.6185899707627546,0.309438091669841,0.6064986596728883,1.192478445032054e-12,2.3372577522628257e-12,6.174213296740979e-13,1.2101458061612318e-12,5.239593700830418,10.26960365362762,5.832047679056624,11.430813450950982,6.129765697313655e-12,1.2014340766734763e-11,2.048768872000934e-12,4.015586989121831e-12,11.177043951804023,21.907006145535885,21.757382728570693,42.64447014799856
